process_name,from_state,to_state,command,condition,message_text,caption,media_file,reply_markup,inline_markup,notification,integrations,result_action
TestBot,start,menu,/start,,Добро пожаловать в тестовый бот! Выберите тип интерфейса:,,,"📝 Текст|🖼️ Медиа|📋 Кнопки|📊 Опрос|📍 Локация|🎛️ Продвинутое|🎨 Форматирование|🔀 Смешанный",,,
TestBot,menu,text_test,📝 Текст,,Тестируем текстовые сообщения. Это сообщение с разными стилями.,,,⬅️ Назад,,,,
TestBot,text_test,menu,⬅️ Назад,,Возврат в главное меню,,,"📝 Текст|🖼️ Медиа|📋 Кнопки|📊 Опрос|📍 Локация|🎛️ Продвинутое|🎨 Форматирование|🔀 Смешанный",,,
TestBot,menu,media_test,🖼️ Медиа,,Выберите тип медиа:,,,"🖼️ Фото|📄 Документ|🎥 Видео|⬅️ Назад",,,
TestBot,media_test,photo_test,🖼️ Фото,,,Пример фото с подписью,test_image.jpg,,⬅️ Назад,,,,
TestBot,media_test,document_test,📄 Документ,,,Пример документа,test_document.pdf,,⬅️ Назад,,,,
TestBot,media_test,video_test,🎥 Видео,,,Пример видео,test_video.mp4,,⬅️ Назад,,,,
TestBot,media_test,menu,⬅️ Назад,,Возврат в главное меню,,,"📝 Текст|🖼️ Медиа|📋 Кнопки|📊 Опрос|📍 Локация|🎛️ Продвинутое|🎨 Форматирование|🔀 Смешанный",,,
TestBot,photo_test,media_test,⬅️ Назад,,Возврат к выбору медиа,,,"🖼️ Фото|📄 Документ|🎥 Видео|⬅️ Назад",,,
TestBot,document_test,media_test,⬅️ Назад,,Возврат к выбору медиа,,,"🖼️ Фото|📄 Документ|🎥 Видео|⬅️ Назад",,,
TestBot,video_test,media_test,⬅️ Назад,,Возврат к выбору медиа,,,"🖼️ Фото|📄 Документ|🎥 Видео|⬅️ Назад",,,
TestBot,menu,buttons_test,📋 Кнопки,,Тестируем разные типы кнопок:,,,"👆 Обычные кнопки|🔘 Inline кнопки|📍 Спец-кнопки|⬅️ Назад",,,
TestBot,buttons_test,reply_buttons,👆 Обычные кнопки,,Сообщение с обычными кнопками под клавиатурой:,,,"Кнопка 1|Кнопка 2|Кнопка 3|⬅️ Назад",,,
TestBot,buttons_test,inline_buttons,🔘 Inline кнопки,,Сообщение с inline-кнопками:,,,⬅️ Назад,"Подтвердить:confirm|Отмена:cancel|Инфо:info",,
TestBot,buttons_test,special_buttons,📍 Спец-кнопки,,Сообщение со специальными кнопками:,,,"📍 Локация|📱 Контакт|⬅️ Назад",,,
TestBot,reply_buttons,button_action,<text>,,Вы нажали: {text},,,⬅️ Назад,,,,
TestBot,inline_buttons,inline_result,confirm,,Вы подтвердили действие!,,,⬅️ Назад,,,
TestBot,inline_buttons,inline_result,cancel,,Вы отменили действие,,,⬅️ Назад,,,
TestBot,inline_buttons,inline_result,info,,Это информационная кнопка,,,⬅️ Назад,,,
TestBot,special_buttons,location_sent,📍 Локация,,Спасибо за локацию!,,,⬅️ Назад,,,,
TestBot,special_buttons,contact_sent,📱 Контакт,,Спасибо за контакт!,,,⬅️ Назад,,,,
TestBot,button_action,buttons_test,⬅️ Назад,,Возврат к выбору кнопок,,,"👆 Обычные кнопки|🔘 Inline кнопки|📍 Спец-кнопки|⬅️ Назад",,,
TestBot,inline_result,buttons_test,⬅️ Назад,,Возврат к выбору кнопок,,,"👆 Обычные кнопки|🔘 Inline кнопки|📍 Спец-кнопки|⬅️ Назад",,,
TestBot,location_sent,buttons_test,⬅️ Назад,,Возврат к выбору кнопок,,,"👆 Обычные кнопки|🔘 Inline кнопки|📍 Спец-кнопки|⬅️ Назад",,,
TestBot,contact_sent,buttons_test,⬅️ Назад,,Возврат к выбору кнопок,,,"👆 Обычные кнопки|🔘 Inline кнопки|📍 Спец-кнопки|⬅️ Назад",,,
TestBot,buttons_test,menu,⬅️ Назад,,Возврат в главное меню,,,"📝 Текст|🖼️ Медиа|📋 Кнопки|📊 Опрос|📍 Локация|🎛️ Продвинутое|🎨 Форматирование|🔀 Смешанный",,,
TestBot,menu,poll_test,📊 Опрос,,Тестируем опросы:,,,"⭐ Оценить бота|📊 Голосование|⬅️ Назад",,,
TestBot,poll_test,rating_poll,⭐ Оценить бота,,Оцените качество бота:,,,,,"1⭐,2⭐,3⭐,4⭐,5⭐",
TestBot,poll_test,voting_poll,📊 Голосование,,Выберите лучшую функцию:,,,,,"Кнопки,Медиа,Опросы,Локации",
TestBot,rating_poll,menu,⬅️ Назад,,Возврат в главное меню,,,"📝 Текст|🖼️ Медиа|📋 Кнопки|📊 Опрос|📍 Локация|🎛️ Продвинутое|🎨 Форматирование|🔀 Смешанный",,,
TestBot,voting_poll,menu,⬅️ Назад,,Возврат в главное меню,,,"📝 Текст|🖼️ Медиа|📋 Кнопки|📊 Опрос|📍 Локация|🎛️ Продвинутое|🎨 Форматирование|🔀 Смешанный",,,
TestBot,menu,location_test,📍 Локация,,Тестируем работу с локацией:,,,"📍 Запросить локацию|⬅️ Назад",,,
TestBot,location_test,location_request,📍 Запросить локацию,,Запрос вашей локации:,,,,,,
TestBot,location_request,location_received,<text>,not_empty:location,Спасибо! Ваша локация получена.,,,⬅️ Назад,,,,
TestBot,location_received,menu,⬅️ Назад,,Возврат в главное меню,,,"📝 Текст|🖼️ Медиа|📋 Кнопки|📊 Опрос|📍 Локация|🎛️ Продвинутое|🎨 Форматирование|🔀 Смешанный",,,
TestBot,location_test,menu,⬅️ Назад,,Возврат в главное меню,,,"📝 Текст|🖼️ Медиа|📋 Кнопки|📊 Опрос|📍 Локация|🎛️ Продвинутое|🎨 Форматирование|🔀 Смешанный",,,
TestBot,menu,advanced_test,🎛️ Продвинутое,,Тестируем продвинутые функции:,,,"🛡️ Условия|⚡ Действия|🔌 Интеграции|⬅️ Назад",,,
TestBot,advanced_test,guard_test,🛡️ Условия,,Тестируем guard-условия. Отправьте любое сообщение:,,,⬅️ Назад,,,,
TestBot,guard_test,guard_success,<text>,not_empty:text,Условие выполнено! Вы отправили: {text},,,Далее,,,,
TestBot,guard_test,guard_failed,<text>,,Условие не выполнено (текст пустой),,,Повторить,,,,
TestBot,guard_success,effect_test,Далее,,Тестируем side-effect действия:,,,Выполнить действие,,,,
TestBot,effect_test,effect_done,Выполнить действие,,Действие выполнено! Проверьте логи бота.,,,save:test_field:test_value,,,,
TestBot,effect_done,integration_test,Далее,,Тестируем интеграции:,,,Запустить интеграцию,,,,
TestBot,integration_test,integration_done,Запустить интеграцию,,Интеграция запущена! Проверьте логи.,,,,,"http:POST https://jsonplaceholder.typicode.com/posts",
TestBot,integration_done,menu,⬅️ Назад,,Возврат в главное меню,,,"📝 Текст|🖼️ Медиа|📋 Кнопки|📊 Опрос|📍 Локация|🎛️ Продвинутое|🎨 Форматирование|🔀 Смешанный",,,
TestBot,guard_failed,advanced_test,Повторить,,Возврат к тесту условий,,,"🛡️ Условия|⚡ Действия|🔌 Интеграции|⬅️ Назад",,,
TestBot,advanced_test,menu,⬅️ Назад,,Возврат в главное меню,,,"📝 Текст|🖼️ Медиа|📋 Кнопки|📊 Опрос|📍 Локация|🎛️ Продвинутое|🎨 Форматирование|🔀 Смешанный",,,
TestBot,menu,format_test,🎨 Форматирование,,Тестируем форматирование текста:,,,"HTML|Markdown|Эмодзи|⬅️ Назад",,,
TestBot,format_test,html_test,HTML,,<b>Жирный текст</b>\n<i>Курсив</i>\n<u>Подчеркивание</u>\n<code>Моноширинный</code>,,,⬅️ Назад,,,,
TestBot,format_test,markdown_test,Markdown,,**Жирный текст**\n*Курсив*\n__Подчеркивание__\n`Моноширинный`,,,⬅️ Назад,,,,
TestBot,format_test,emoji_test,Эмодзи,,Сообщение с эмодзи: 🚀✨🎉\nРазные категории:\n😂 Смех\n📚 Образование\n⚽ Спорт\n🍕 Еда,,,⬅️ Назад,,,,
TestBot,html_test,format_test,⬅️ Назад,,Возврат к выбору форматирования,,,"HTML|Markdown|Эмодзи|⬅️ Назад",,,
TestBot,markdown_test,format_test,⬅️ Назад,,Возврат к выбору форматирования,,,"HTML|Markdown|Эмодзи|⬅️ Назад",,,
TestBot,emoji_test,format_test,⬅️ Назад,,Возврат к выбору форматирования,,,"HTML|Markdown|Эмодзи|⬅️ Назад",,,
TestBot,format_test,menu,⬅️ Назад,,Возврат в главное меню,,,"📝 Текст|🖼️ Медиа|📋 Кнопки|📊 Опрос|📍 Локация|🎛️ Продвинутое|🎨 Форматирование|🔀 Смешанный",,,
TestBot,menu,mixed_test,🔀 Смешанный,,Тестируем смешанный контент:,,,"📸 Фото+Кнопки|📊 Опрос+Inline|⬅️ Назад",,,
TestBot,mixed_test,photo_buttons,📸 Фото+Кнопки,,,Фото с кнопками действий,test_image.jpg,"👍 Нравится|👎 Не нравится|💬 Комментарий|⬅️ Назад",,,
TestBot,mixed_test,poll_inline,📊 Опрос+Inline,,Опрос с inline-кнопками:,,,,,"Вариант A,Вариант B,Вариант C","📊 Результаты:results|🔄 Новый опрос:new_poll",
TestBot,photo_buttons,mixed_test,⬅️ Назад,,Возврат к выбору смешанного контента,,,"📸 Фото+Кнопки|📊 Опрос+Inline|⬅️ Назад",,,
TestBot,poll_inline,menu,⬅️ Назад,,Возврат в главное меню,,,"📝 Текст|🖼️ Медиа|📋 Кнопки|📊 Опрос|📍 Локация|🎛️ Продвинутое|🎨 Форматирование|🔀 Смешанный",,,
TestBot,mixed_test,menu,⬅️ Назад,,Возврат в главное меню,,,"📝 Текст|🖼️ Медиа|📋 Кнопки|📊 Опрос|📍 Локация|🎛️ Продвинутое|🎨 Форматирование|🔀 Смешанный",,,
TestBot,menu,reset,/reset,,Бот сброшен в начальное состояние.,,,/start,,,,